1568404042690297860,51,1524,2022-09-10T01:00:37Z
1568705757838802945,22,1632,2022-09-10T20:59:32Z
1567582585861062657,588,361,2022-09-07T18:36:27Z
1569080050007392256,0,0,2022-09-11T21:46:50Z
1569079530647654403,0,0,2022-09-11T21:44:46Z
1569079027264065536,0,1,2022-09-11T21:42:46Z
1569078818522144768,0,0,2022-09-11T21:41:57Z
1569078115120316416,0,0,2022-09-11T21:39:09Z
1569077661019906058,0,0,2022-09-11T21:37:21Z
1569077613171195905,0,0,2022-09-11T21:37:09Z
1569076850424688641,1,1,2022-09-11T21:34:07Z
1569076661290962945,0,0,2022-09-11T21:33:22Z
1569075935982518272,0,0,2022-09-11T21:30:29Z
1569074475412357120,0,0,2022-09-11T21:24:41Z
1569073879435427841,0,1,2022-09-11T21:22:19Z
1569073717677891589,0,42,2022-09-11T21:21:40Z
1569073498068221952,1,0,2022-09-11T21:20:48Z
1569072559123222528,0,0,2022-09-11T21:17:04Z
1569072466609278980,0,0,2022-09-11T21:16:42Z
1569071385372155907,0,1,2022-09-11T21:12:24Z
1569070987899015169,0,0,2022-09-11T21:10:50Z
1569070919053869056,1,1,2022-09-11T21:10:33Z
1569070877353852929,0,2,2022-09-11T21:10:23Z
1569070748941033479,0,0,2022-09-11T21:09:53Z
1569070126166675461,0,1,2022-09-11T21:07:24Z
1569068686400491520,0,1,2022-09-11T21:01:41Z
1569068336868204546,0,0,2022-09-11T21:00:18Z
1569068286393958405,0,1,2022-09-11T21:00:06Z
1569067683601158144,0,0,2022-09-11T20:57:42Z
1569067636448952321,5,10,2022-09-11T20:57:31Z
1569067358919991296,0,0,2022-09-11T20:56:24Z
1569067260785868802,0,0,2022-09-11T20:56:01Z
1569066512077447168,1,1,2022-09-11T20:53:02Z
1569065853702012928,0,0,2022-09-11T20:50:26Z
1569065824488660992,0,1,2022-09-11T20:50:19Z
1569065787427590145,0,2,2022-09-11T20:50:10Z
1569065723628081164,0,0,2022-09-11T20:49:55Z
1569065705882152961,0,1,2022-09-11T20:49:50Z
1569065358023180288,0,0,2022-09-11T20:48:27Z
1569064801372090368,0,5,2022-09-11T20:46:15Z
1569064687614185472,0,0,2022-09-11T20:45:47Z
1569063681446526977,0,0,2022-09-11T20:41:48Z
1569063605869645825,0,0,2022-09-11T20:41:30Z
1569062280016322561,5,10,2022-09-11T20:36:13Z
1569061293876969472,0,1,2022-09-11T20:32:18Z
1569061128503808006,0,20,2022-09-11T20:31:39Z
1569060629280956417,0,0,2022-09-11T20:29:40Z
1569060054296297474,1,0,2022-09-11T20:27:23Z
1569059732463181828,0,0,2022-09-11T20:26:06Z
1569059322814152706,1,4,2022-09-11T20:24:28Z
1569058991208103940,0,1,2022-09-11T20:23:09Z
1569058505608290308,0,1,2022-09-11T20:21:14Z
1569058417918251008,0,1,2022-09-11T20:20:53Z
1569058239719014401,0,3,2022-09-11T20:20:10Z
1569058142516056065,0,0,2022-09-11T20:19:47Z
1569057980208844803,0,1,2022-09-11T20:19:08Z
1569057958327386113,0,1,2022-09-11T20:19:03Z
1569057846075232257,0,0,2022-09-11T20:18:36Z
1569057173258522624,0,0,2022-09-11T20:15:56Z
1569057041636892674,0,0,2022-09-11T20:15:25Z
1569057004437798912,0,0,2022-09-11T20:15:16Z
1569056945700470786,0,0,2022-09-11T20:15:02Z
1569056222887698433,0,0,2022-09-11T20:12:09Z
1569056096199012352,0,1,2022-09-11T20:11:39Z
1569055700516569089,0,0,2022-09-11T20:10:05Z
1569054980086145024,0,1,2022-09-11T20:07:13Z
1569054886075191296,0,0,2022-09-11T20:06:51Z
1569053794306248706,0,0,2022-09-11T20:02:30Z
1569053646263828480,0,1,2022-09-11T20:01:55Z
1569053488067543041,0,4,2022-09-11T20:01:17Z
1569053289399914500,5,11,2022-09-11T20:00:30Z
1569053288460345345,0,4,2022-09-11T20:00:30Z
1569053040572784644,3,8,2022-09-11T19:59:31Z
1569052975691354112,0,2,2022-09-11T19:59:15Z
1569052930623283200,0,0,2022-09-11T19:59:04Z
1569052880975323136,0,3,2022-09-11T19:58:53Z
1569052852391215105,0,0,2022-09-11T19:58:46Z
1569052556969771013,0,0,2022-09-11T19:57:35Z
1569052063258267654,0,0,2022-09-11T19:55:38Z
1569051911768137728,0,1,2022-09-11T19:55:01Z
1569051886665220097,0,0,2022-09-11T19:54:56Z
1569051237567414273,2,9,2022-09-11T19:52:21Z
1569051130058969088,1,1,2022-09-11T19:51:55Z
1569050655234428930,0,1,2022-09-11T19:50:02Z
1569050613303894016,0,0,2022-09-11T19:49:52Z
1569050252988096512,1,4,2022-09-11T19:48:26Z
1569049657698918400,0,0,2022-09-11T19:46:04Z
1569049276759642115,0,0,2022-09-11T19:44:33Z
1569049223957561347,0,1,2022-09-11T19:44:21Z
1569049181494419458,0,0,2022-09-11T19:44:11Z
1569048927407685632,1,1,2022-09-11T19:43:10Z
1569047976806424586,0,9,2022-09-11T19:39:23Z
1569047862994178048,0,0,2022-09-11T19:38:56Z
1569047813950177280,0,2,2022-09-11T19:38:45Z
1569047781976981504,0,0,2022-09-11T19:38:37Z
1569047731661832192,0,0,2022-09-11T19:38:25Z
1569047411711959041,2,2,2022-09-11T19:37:09Z
1569047138172080128,0,0,2022-09-11T19:36:03Z
1569047094144679936,0,0,2022-09-11T19:35:53Z
1569046880226611203,0,0,2022-09-11T19:35:02Z
1567582471847395329,0,0,2022-09-07T18:36:00Z
1567582034385682433,0,0,2022-09-07T18:34:15Z
